SppNames,spp.codes,Spp.symbol,SciName,n.lt,n.gt,temactmean,temSE,LCI,UCI
Pacific silver fir,11,ABAM,Abies amabilis,365,494,0.13255853724364108,0.17974872427047778,-0.21974896232649538,0.48486603681377755
white fir,15,ABCO,Abies concolor,751,721,-0.633301957807463,0.15439199105285362,-0.9359102602710561,-0.3306936553438699
grand fir,17,ABGR,Abies grandis,544,693,0.11535168558507003,0.14693087841291189,-0.17263283610423724,0.4033362072743773
subalpine fir,19,ABLA,Abies lasiocarpa,319,266,-0.3452086701651993,0.19906239443130108,-0.7353709632505494,0.044953622920150815
California red fir,20,ABMA,Abies magnifica,199,165,-0.43939397120099954,0.23163422403646758,-0.893397050312476,0.014609107910476926
noble fir,22,ABPR,Abies procera,83,151,-0.27636595880562886,0.30592785456275634,-0.8759845537486313,0.32325263613737354
western juniper,64,JUOC,Juniperus occidentalis,130,295,0.15909400184245648,0.21751362584522,-0.2672327048141747,0.5854207084990877
western larch,73,LAOC,Larix occidentalis,277,207,0.39567925472544196,0.2195560912556896,-0.0346506841357096,0.8260091935865935
incense cedar,81,CADE27,Calocedrus decurrens,308,360,-0.5462662071037503,0.2516608512255714,-1.0395214755058704,-0.05301093870163032
Engelmann spruce,93,PIEN,Picea engelmannii,220,214,0.36280110964210444,0.2444996181910705,-0.1164181420123937,0.8420203612966026
Sitka spruce,98,PISI,Picea sitchensis,92,62,-0.331079271198659,0.21518691645766558,-0.7528456274556835,0.09068708505836554
lodgepole pine,108,PICO,Pinus contorta,884,868,0.6040776478177623,0.15306204930445724,0.3040760311810261,0.9040792644544985
Jeffrey pine,116,PIJE,Pinus jeffreyi,144,154,-0.39780714396124495,0.22374795830390762,-0.8363531422369039,0.040738854314413986
sugar pine,117,PILA,Pinus lambertiana,226,121,0.4173063342229728,0.38787988400196843,-0.34293823842088533,1.177550906866831
western white pine,119,PIMO3,Pinus monticola,158,144,-0.01799361295463342,0.4234243554692065,-0.8479053496742781,0.8119181237650113
ponderosa pine,122,PIPO,Pinus ponderosa,1235,1425,-0.38678888510762555,0.13403763479566128,-0.6495026493071216,-0.12407512090812944
Douglas fir,202,PSME,Pseudotsuga menziesii,2672,2731,0.7163415525656767,0.11737081191344548,0.48629476121532356,0.9463883439160298
western redcedar,242,THPL,Thuja plicata,219,473,0.05890610645766259,0.23088416590101088,-0.3936268587083187,0.5114390716236439
western hemlock,263,TSHE,Tsuga heterophylla,823,1119,0.02747236578721335,0.14281208491886224,-0.2524393206537566,0.3073840522281833
mountain hemlock,264,TSME,Tsuga mertensiana,183,246,-0.03253087482967132,0.2601942560357178,-0.5425116166596782,0.47744986700033554
bigleaf maple,312,ACMA3,Acer macrophyllum,235,297,-1.073844260676779,0.37594797342045105,-1.8107022885808632,-0.336986232772695
red alder,351,ALRU2,Alnus rubra,663,458,-0.09373777362303137,0.15478815411860677,-0.39712255569550065,0.2096470084494379
Pacific madrone,361,ARME,Arbutus menziesii,313,157,0.3218440766128623,0.3720466258876976,-0.407367310127025,1.0510554633527496
golden chinkapin,431,CHCHC4,Chrysolepis chrysophylla,120,108,-0.5160882845708699,0.42640547195499545,-1.351843009602661,0.3196664404609212
tanoak,631,NODE3,Notholithocarpus densiflorus,279,258,-0.005562888185393078,0.30796778258096735,-0.6091797420440891,0.5980539656733029
bitter cherry,768,PREM,Prunus emarginata,59,102,-0.007126687305470725,0.28148083296820986,-0.5588291199231621,0.5445757453122206
canyon live oak,805,QUCH2,Quercus chrysolepis,225,283,-0.050827730392217774,0.35862959198282235,-0.7537417306785495,0.652086269894114
blue oak,807,QUDO,Quercus douglasii,68,60,0.664616465267482,0.46281847160411654,-0.2425077390765864,1.5717406696115503
Oregon white oak,815,QUGA4,Quercus garryana,89,107,0.5945387291209734,0.5339671066819661,-0.45203679997568025,1.641114258217627
California black oak,818,QUKE,Quercus kelloggii,326,171,0.04861058861563805,0.2476544149347043,-0.4367920646563824,0.5340132418876584
interior live oak,839,QUWI2,Quercus wislizeni,85,68,0.09299453101176525,0.45754567462583356,-0.8037949912548685,0.989784053278399
