SppNames,spp.codes,Spp.symbol,SciName,n.lt,n.gt,temactmean,temSE,LCI,UCI
Pacific silver fir,11,ABAM,Abies amabilis,365,494,0.09569971973468494,0.1744064872381285,-0.2461369952520469,0.4375364347214168
white fir,15,ABCO,Abies concolor,751,721,-0.5745804927380096,0.13912843113105466,-0.8472722177548767,-0.3018887677211425
grand fir,17,ABGR,Abies grandis,544,693,0.15132934488529415,0.1422341146799476,-0.1274495198874031,0.4301082096579914
subalpine fir,19,ABLA,Abies lasiocarpa,319,266,-0.3389625147947264,0.206345297864866,-0.7433992986098638,0.06547426902041098
California red fir,20,ABMA,Abies magnifica,199,165,-0.396745060965241,0.20349328784340037,-0.7955919051383057,0.0021017832078237264
noble fir,22,ABPR,Abies procera,83,151,-0.38539591376274807,0.31094612835244,-0.9948503253335305,0.22405849780803433
western juniper,64,JUOC,Juniperus occidentalis,130,295,0.1722455202330302,0.21368355378089912,-0.24657424517753207,0.5910652856435925
western larch,73,LAOC,Larix occidentalis,277,207,0.3711507138697865,0.22094343996211563,-0.061898428455960164,0.8041998561955331
incense cedar,81,CADE27,Calocedrus decurrens,308,360,-0.46074788944434886,0.22778973761293692,-0.9072157751657053,-0.014280003722992485
Engelmann spruce,93,PIEN,Picea engelmannii,220,214,0.38140874516771817,0.24277444281699276,-0.09442916275358765,0.8572466530890239
Sitka spruce,98,PISI,Picea sitchensis,92,62,-0.38910420118781186,0.206280939405023,-0.7934148424216569,0.01520644004603322
lodgepole pine,108,PICO,Pinus contorta,884,868,0.6387867724983991,0.1512024705781612,0.3424299301652032,0.935143614831595
Jeffrey pine,116,PIJE,Pinus jeffreyi,144,154,-0.4617982942830494,0.21648400000840085,-0.8861069342995151,-0.03748965426658374
sugar pine,117,PILA,Pinus lambertiana,226,121,0.492126515013096,0.3477064531697696,-0.18937813319965247,1.1736311632258445
western white pine,119,PIMO3,Pinus monticola,158,144,0.03810496864288204,0.4346582210443927,-0.8138251446041277,0.8900350818898918
ponderosa pine,122,PIPO,Pinus ponderosa,1235,1425,-0.3293237125329629,0.12555097821395236,-0.5754036298323095,-0.08324379523361625
Douglas fir,202,PSME,Pseudotsuga menziesii,2672,2731,0.654146697183096,0.10942761318469084,0.439668575341102,0.86862481902509
western redcedar,242,THPL,Thuja plicata,219,473,-0.12626386762039665,0.22463677303421636,-0.5665519427674608,0.31402420752666743
western hemlock,263,TSHE,Tsuga heterophylla,823,1119,0.00851919727513284,0.13520461628081784,-0.2564818506352701,0.2735202451855358
mountain hemlock,264,TSME,Tsuga mertensiana,183,246,-0.08806412912937134,0.26331785777113503,-0.604167130360796,0.42803887210205327
bigleaf maple,312,ACMA3,Acer macrophyllum,235,297,-0.9921853154082427,0.340088254634721,-1.6587582944922958,-0.3256123363241896
red alder,351,ALRU2,Alnus rubra,663,458,-0.12234869397993542,0.14577931293887106,-0.4080761473401227,0.16337875938025187
Pacific madrone,361,ARME,Arbutus menziesii,313,157,0.1353273102407968,0.3401052408065364,-0.5312789617400145,0.8019335822216082
golden chinkapin,431,CHCHC4,Chrysolepis chrysophylla,120,108,-0.49660058594197487,0.41480563488660854,-1.3096196303197276,0.31641845843577787
tanoak,631,NODE3,Notholithocarpus densiflorus,279,258,0.04593165839364488,0.28827607576114234,-0.5190894500981941,0.6109527668854838
bitter cherry,768,PREM,Prunus emarginata,59,102,-0.08688557319691803,0.26296902974124137,-0.6023048714897511,0.42853372509591503
canyon live oak,805,QUCH2,Quercus chrysolepis,225,283,-0.03428341772176324,0.3249638719615285,-0.6712126067663591,0.6026457713228326
blue oak,807,QUDO,Quercus douglasii,68,60,0.5949318623996085,0.41071081179539476,-0.21006132871936523,1.399925053518582
Oregon white oak,815,QUGA4,Quercus garryana,89,107,0.5428793026176066,0.4800118776762691,-0.3979439776278808,1.483702582863094
California black oak,818,QUKE,Quercus kelloggii,326,171,0.11789608073254598,0.23037080197192872,-0.3336306911324343,0.5694228525975262
interior live oak,839,QUWI2,Quercus wislizeni,85,68,0.0744542624083806,0.4105675381080519,-0.7302581122834011,0.8791666371001623
