spp,pred1,pred2,x.min,x.max,aic.vals,moran.p,slope.true,int.p,slp.p,int.coef,slp.coef,center.adj,int.alone.est,int.alone.p
X11,-0.22675828328768463,0.9203478981628065,0.1141000052,2.7954001428,,,1,0,0,0.13997692716342616,0.42781714936144827,0.9713241978217608,0.13864548171013524,0
X15,-0.2173193911778476,1.2356841006593802,0.2443000109,5.6693001747,,,1,0,0,0.34129248646723553,0.26783473695223925,2.3299588167803433,0.3458343046869184,0
X17,-0.09065992713130314,0.6215177357551148,0.0200000007,3.2875001906,,,1,0,0,0.22338706945110717,0.21795795608146967,1.460860441073298,0.22673426732791466,0
X19,-0.1337108052482466,0.5556984135987898,0.1202400051,2.706800127,,,1,0,0,0.21029824245978265,0.2665351611238093,1.4109104226822877,0.21213675028959816,0
X20,-0.2508145026894991,1.082714528781353,0.33140001609999997,4.8853502035,,,1,0,0,0.3110895835412145,0.2928290773053466,2.2502807891483334,0.31778729040496206,0
X22,-0.19556796059547307,0.8885532808608226,0.1141000052,2.8928000926,,,1,0,0,0.12969408192677265,0.39015410348610036,0.9477758261537415,0.13092373926465584,2.220446049250313e-16
X41,0.05033675866751164,0.3170405613144982,0.2791000114,2.9944001437,,,1,0,8.89817108884472e-9,0.1608482874018422,0.09822258669470715,1.4042132104426965,0.1598683987526843,0
X42,-0.10840096261085558,0.42947175461098525,0.279640013,1.6834000826,,,1,8.992317359624025e-7,0,0.17798248918244702,0.38316570535811517,1.027054115537288,0.16973813108277255,3.2360780721774063e-12
X62,0.010088535088145667,1.228558281834085,1.5575000705,7.560300398,,,1,1.7830181775480014e-13,9.997324967869758e-9,0.6452373172755608,0.20298355438609073,4.68656529998806,0.6438297424663543,2.027578105412431e-11
X64,-0.06618839571607649,0.9877495586693226,0.3196000174,5.7998003004,,,1,0,0,0.2068256538270402,0.19231741541541741,1.7392012997559925,0.20943362957341013,0
X73,-0.03552439981095343,0.5087568685273055,0.3011000132,2.9114001036,,,1,0,0,0.23073434863029704,0.20851291019756035,1.5780413219610618,0.2305238455723186,0
X81,-0.16521090584372816,1.2982297454622564,0.3809000209,5.9676002979,,,1,0,0,0.3861378542536577,0.261950807944871,2.485679786318476,0.39507344806617156,0
X93,-0.056568455377230736,0.4962538914487372,0.1141000052,2.8452001571,,,1,0,0,0.22565534327535539,0.20241745673126443,1.5083661085789937,0.22852113069421015,0
X98,-0.08872408742492242,0.4644057176226228,0.06812000230000001,1.3483000518,,,1,3.0840261455722384e-9,0,0.08341388294740572,0.4320718833757652,0.4665212336585859,0.08685277988488345,2.963353611384889e-7
X101,-0.03150335526955633,0.6588701745849554,0.6995000302000001,3.11016016,,,1,0,0,0.2551105340680802,0.28638360145434044,1.7003041540469195,0.2528954952898269,0
X103,-0.02494020582874712,0.8498827754010475,0.5386000246,5.5796003342,,,1,0,0,0.32577368697031706,0.1735415448326388,2.5595218340565657,0.3262413246266455,1.4410925786023654e-9
X108,-0.12382441978136918,0.8584493439115711,0.0366000017,4.2445002077,,,1,0,0,0.20413777578908163,0.2334356129197947,1.441536427073682,0.20559712691523163,0
X116,-0.2952322504665959,1.3222212234026647,0.454470016,5.8787003041,,,1,0,0,0.3521098638887998,0.29819041374731575,2.6253718441987712,0.3546829838256389,0
X117,-0.08990705632107976,1.1106637016828955,0.5177000284,5.6693001747,,,1,0,0,0.4128578315500091,0.23304812561321428,2.675043652375413,0.41055752248190974,0
X119,-0.1323190865299766,0.7522553295154469,0.1141000052,4.0048001528,,,1,0,0,0.19157376505892976,0.2273561010840371,1.5387059429539494,0.19240156302146966,0
X122,-0.05396703922514523,1.0940112120935126,0.3103000149,5.7536003114,,,1,0,0,0.2695776771169102,0.210897468224709,1.8444327812418035,0.2710492883504203,0
