spp,pred1,pred2,x.min,x.max,aic.vals,moran.p,slope.true,int.p,slp.p,int.coef,slp.coef,center.adj,int.alone.est,int.alone.p
X11,0.4569723101607619,0.04947157333929786,4.7142002583,12.5654005535,,,1,0,9.362877468888087e-7,0.300931431821349,-0.05190298572188999,7.7205952887424,0.3003133382821854,0
X15,0.53157259208093,0.9954190047252923,4.902200222,22.012151146,,,1,0,8.586275401789578e-6,0.7562602019783329,0.027109745358400085,13.190275485229366,0.756448445169799,0
X17,0.6867946512830891,0.3647562032835289,3.5005501747,16.485000752,,,1,0,1.3142436151203363e-4,0.5114372510867534,-0.024801854039366307,10.57088451010907,0.5117927245713791,0
X19,0.42990073776027865,0.42990073776027865,4.80750018355,12.5654005535,,,0,0,NA,0.42990073776027865,NA,8.204181371709348,0.42990073776027865,0
X20,0.4562406128578371,0.8545477433168638,7.4203502894,15.8360006335,,,1,0,8.674182443924039e-5,0.6519826672025009,0.04732933453423118,11.556095198365334,0.6539937519710165,0
X22,0.6831114320591642,-0.0017174834189493948,5.4277502775999995,13.686700726,,,1,0,1.6554006321278791e-6,0.4605568565958377,-0.08291960579697932,8.111730421068481,0.46003003545894966,0
X41,0.07529249913437243,0.07529249913437243,7.3176003934,16.2516508585,,,0,0.2676405973616527,NA,0.07529249913437243,NA,11.569166944576404,0.07529249913437243,0.2676405973616527
X42,0.18219539693127468,0.18219539693127468,4.7142002583,11.184100436,,,0,0.045460900052212816,NA,0.18219539693127468,NA,7.271744412591102,0.18219539693127468,0.045460900052212816
X62,1.5554924098972962,1.5554924098972962,16.3530007845,29.4355013855,,,0,3.9523939676655573e-13,NA,1.5554924098972962,NA,22.391268213514927,1.5554924098972962,3.9523939676655573e-13
X64,0.7481943029713595,0.7481943029713595,6.85835032465,19.9861010555,,,0,0,NA,0.7481943029713595,NA,13.843822536203277,0.7481943029713595,0
X73,0.5432484251819094,0.5432484251819094,5.7500503302,15.0154507625,,,0,0,NA,0.5432484251819094,NA,10.251186674258628,0.5432484251819094,0
X81,0.6842639198309356,1.0308582120124212,8.51365036955,24.0220512385,,,1,0,0.0013449775525742336,0.8171520748865412,0.02234880921058831,14.459745922267254,0.8172746834042777,0
X93,0.4811902696184389,0.4811902696184389,5.51635026935,15.1922508715,,,0,0,NA,0.4811902696184389,NA,9.021537661801698,0.4811902696184389,0
X98,0.10208741596717008,-0.5519112286633696,3.5005501747,10.68400049085,,,1,5.064837438339964e-13,4.023137556430356e-8,-0.2640725865460418,-0.0910424121901706,7.522412004858586,-0.26072688994554855,1.6280310433103296e-12
X101,0.3748021242776305,0.3748021242776305,5.54033522615,12.961800623,,,0,0,NA,0.3748021242776305,NA,8.725876262635545,0.3748021242776305,0
X103,0.04460653947840254,1.3746385734460351,8.36415033335,24.018501283,,,1,1.7585280740517462e-4,5.733757758541458e-5,0.6596377670170449,0.08496245154113972,15.603009575080304,0.6288712593499862,0.007496931561047138
X108,0.5110776163193338,0.5110776163193338,3.9073501587,16.1445755485,,,0,0,NA,0.5110776163193338,NA,10.796778363358786,0.5110776163193338,0
X116,0.8512063280408783,1.2633382007932281,8.5236004354,22.012151146,,,1,0,0.0047990218959836906,1.011131246439353,0.030554199750198165,13.75773910392911,1.012285111309658,0
