SppNames,spp.codes,Spp.symbol,SciName,n.lt,n.gt,temactmean,temSE,LCI,UCI
Pacific silver fir,11,ABAM,Abies amabilis,334,475,-0.1388281095746713,0.15628294806975604,-0.4451426877913931,0.16748646864205052
white fir,15,ABCO,Abies concolor,738,700,-0.6193275427232212,0.14708390949326,-0.9076120053300107,-0.33104308011643163
grand fir,17,ABGR,Abies grandis,512,668,-0.31517016283821064,0.14314091494299874,-0.5957263561264882,-0.03461396954993312
subalpine fir,19,ABLA,Abies lasiocarpa,307,250,-0.26190794218579505,0.17577789040601577,-0.606432607381586,0.08261672300999584
California red fir,20,ABMA,Abies magnifica,197,161,-0.6538169652983417,0.22425193827786513,-1.0933507643229574,-0.214283166273726
noble fir,22,ABPR,Abies procera,72,134,-0.08384091281953054,0.2567398067544002,-0.587050934058155,0.4193691084190939
western juniper,64,JUOC,Juniperus occidentalis,129,293,0.10511011480250776,0.15999213675233254,-0.20847447323206403,0.41869470283707955
western larch,73,LAOC,Larix occidentalis,272,207,0.23746382781941922,0.14116209352543838,-0.039213875490439976,0.5141415311292784
incense cedar,81,CADE27,Calocedrus decurrens,302,358,-0.5361679186601407,0.19022279332143463,-0.9090045935701525,-0.1633312437501288
Engelmann spruce,93,PIEN,Picea engelmannii,213,210,0.30561893019936726,0.21201337990721827,-0.10992729441878057,0.7211651548175151
Sitka spruce,98,PISI,Picea sitchensis,89,60,0.11971108426828536,0.12752047364428165,-0.13022904407450667,0.36965121261107736
lodgepole pine,108,PICO,Pinus contorta,882,864,0.25204276898586997,0.09183498184635056,0.07204620456702288,0.43203933340471706
Jeffrey pine,116,PIJE,Pinus jeffreyi,138,148,-0.22040283411078754,0.2150198983237597,-0.6418418348253565,0.20103616660378149
sugar pine,117,PILA,Pinus lambertiana,223,117,0.3603934278153602,0.34743387545027893,-0.3205769680671865,1.0413638236979068
western white pine,119,PIMO3,Pinus monticola,155,137,0.559232421696378,0.36029881372616485,-0.1469532532069051,1.265418096599661
ponderosa pine,122,PIPO,Pinus ponderosa,1224,1410,-0.33564744548693426,0.13216560204620148,-0.5946920254974892,-0.07660286547637934
Douglas fir,202,PSME,Pseudotsuga menziesii,2651,2726,0.2755871242679824,0.08740607728837098,0.10427121278277526,0.44690303575318946
western redcedar,242,THPL,Thuja plicata,211,464,-0.5535757818640814,0.18832660485496064,-0.9226959273798043,-0.18445563634835854
western hemlock,263,TSHE,Tsuga heterophylla,809,1107,-0.23233049564895225,0.10715364168308776,-0.44235163334780425,-0.02230935795010025
mountain hemlock,264,TSME,Tsuga mertensiana,170,239,0.24940068392446868,0.23397300718311112,-0.20918641015442913,0.7079877780033665
bigleaf maple,312,ACMA3,Acer macrophyllum,233,294,-0.39917267106441123,0.1638577858784622,-0.7203339313861972,-0.07801141074262535
red alder,351,ALRU2,Alnus rubra,655,455,-0.1770615891072147,0.09477143516555801,-0.3628136020317084,0.008690423817278997
Pacific madrone,361,ARME,Arbutus menziesii,312,155,-0.1461222550780903,0.23159835952795657,-0.6000550397528852,0.3078105295967046
golden chinkapin,431,CHCHC4,Chrysolepis chrysophylla,119,106,-0.3963206026569921,0.2519843463403539,-0.8902099214840857,0.09756871617010149
tanoak,631,NODE3,Notholithocarpus densiflorus,276,256,-0.1497963265364497,0.12221587532624038,-0.38933944217588085,0.08974678910298145
bitter cherry,768,PREM,Prunus emarginata,59,96,-0.049453084892549626,0.21466489500988944,-0.47019627911193296,0.3712901093268337
canyon live oak,805,QUCH2,Quercus chrysolepis,222,282,-0.1196305655172818,0.19595833854067712,-0.5037089090570089,0.26444777802244535
blue oak,807,QUDO,Quercus douglasii,67,60,0.3570090591019781,0.2185729444286989,-0.07139391197827172,0.7854120301822279
Oregon white oak,815,QUGA4,Quercus garryana,89,103,-0.23067223832983963,0.28714156528930523,-0.7934697062968779,0.3321252296371986
California black oak,818,QUKE,Quercus kelloggii,325,165,-0.430325873462186,0.16920758528983923,-0.7619727406302709,-0.09867900629410109
interior live oak,839,QUWI2,Quercus wislizeni,86,62,0.17178966469762713,0.22673860402299217,-0.2726179991874375,0.6161973285826918
