STATECD,PLOT_FIADB,INVYR,pre.precip,post.precip
6,63514,2001,348.2075756,362.8615922
6,78268,2003,1782.886599,1203.431786
6,76825,2005,1679.851672,1193.539599
6,93902,2006,1778.058461,1561.983163
6,82548,2004,942.900274,896.7913574
6,96723,2004,1506.856483,1299.163115
6,58604,2004,262.6680808,318.1445154
6,64227,2009,1081.11239,1206.067522
6,92596,2007,444.6369557,557.0612299
6,76496,2006,423.1324402,463.1734797
6,83124,2009,463.8074352,589.9759624
6,71938,2002,216.6992637,260.39417
6,88072,2002,318.0413244,320.1963873
6,79106,2001,270.0203014,268.0672108
6,68228,2004,414.457792,372.1566428
6,89675,2007,319.4161388,410.9512798
6,96501,2006,319.555666,350.1959645
6,62105,2006,306.5362732,373.7533037
6,90280,2002,257.1719721,290.8737458
6,62804,2001,355.3875283,312.1169173
6,51908,2004,298.5574563,319.7806874
6,50742,2006,415.7953241,449.0629688
6,89391,2007,300.4017756,419.0676888
6,59549,2007,247.3178855,304.8901206
6,74685,2007,1747.207773,2125.687893
6,89405,2005,294.3400438,302.8553828
6,73642,2005,394.7696783,382.2060836
6,86006,2002,363.4103899,400.199353
6,60033,2004,328.0366366,375.6695385
6,65433,2008,265.8011216,305.6958718
6,83119,2008,293.9867931,352.0654086
6,86273,2003,304.618578,291.7142062
6,62662,2005,407.9079695,427.5382607
6,79114,2009,246.0098999,328.2390991
6,87512,2007,282.6012529,381.7339439
6,57753,2009,364.4971141,453.5906511
6,96612,2006,303.100751,345.2346225
6,55524,2008,294.7928159,360.5659474
6,63873,2006,237.5002472,333.3756004
6,64968,2008,220.2365381,274.9501578
6,58246,2002,268.7547402,296.2352009
6,97756,2004,244.5786607,300.7622778
6,54419,2006,415.9105457,470.8293124
6,50017,2002,9999,9999
6,50018,2005,9999,9999
6,50019,2006,9999,9999
6,79741,2007,9999,9999
6,80870,2002,9999,9999
6,50022,2003,9999,9999
6,80887,2007,9999,9999
6,50024,2001,9999,9999
6,50025,2002,9999,9999
6,50027,2006,9999,9999
6,50028,2005,9999,9999
6,79564,2008,9999,9999
6,50030,2004,9999,9999
6,50031,2002,9999,9999
6,79575,2001,9999,9999
6,50038,2008,9999,9999
6,50039,2001,9999,9999
6,50040,2007,9999,9999
6,79821,2005,9999,9999
6,79845,2006,9999,9999
6,79872,2003,9999,9999
6,50044,2001,9999,9999
6,79874,2004,9999,9999
6,50046,2005,9999,9999
6,79470,2004,9999,9999
6,79483,2009,9999,9999
6,50049,2002,9999,9999
6,50050,2008,9999,9999
6,50052,2001,9999,9999
6,50053,2005,9999,9999
6,50054,2006,9999,9999
6,80052,2006,9999,9999
6,79508,2009,9999,9999
6,79528,2006,9999,9999
6,50064,2008,9999,9999
6,50065,2009,9999,9999
6,50071,2005,9999,9999
6,50072,2001,9999,9999
6,79536,2004,9999,9999
6,79545,2008,9999,9999
6,79547,2001,9999,9999
6,50077,2002,9999,9999
6,50080,2008,9999,9999
6,81032,2002,9999,9999
6,80757,2003,9999,9999
6,79933,2009,9999,9999
6,79960,2001,9999,9999
6,50086,2009,9999,9999
6,50087,2007,9999,9999
6,50088,2004,9999,9999
6,50089,2005,9999,9999
6,50090,2003,9999,9999
6,50091,2006,9999,9999
6,50093,2008,9999,9999
6,50094,2007,9999,9999
6,79650,2003,9999,9999
6,79662,2002,9999,9999
6,50097,2001,9999,9999
6,50099,2008,9999,9999
6,50100,2009,9999,9999
6,79675,2007,9999,9999
6,80273,2006,9999,9999
6,50103,2004,9999,9999
6,80282,2007,9999,9999
6,50105,2005,9999,9999
6,78910,2006,9999,9999
6,50107,2002,9999,9999
6,50108,2003,9999,9999
6,50109,2009,9999,9999
6,50110,2008,9999,9999
6,50111,2007,9999,9999
6,78368,2006,9999,9999
6,50113,2002,9999,9999
6,50114,2009,9999,9999
6,50115,2007,9999,9999
6,79163,2007,9999,9999
6,50117,2005,9999,9999
6,79175,2006,9999,9999
6,79182,2003,9999,9999
6,50121,2002,9999,9999
6,50123,2008,9999,9999
6,81052,2007,9999,9999
6,79190,2005,9999,9999
6,79214,2008,9999,9999
6,79225,2009,9999,9999
6,50128,2006,9999,9999
6,50129,2008,9999,9999
6,78510,2009,9999,9999
6,50131,2007,9999,9999
6,79386,2006,9999,9999
6,79392,2004,9999,9999
6,50134,2005,9999,9999
6,50135,2006,9999,9999
6,79400,2002,9999,9999
6,50137,2003,9999,9999
6,78994,2004,9999,9999
6,78996,2002,9999,9999
6,50140,2005,9999,9999
6,50141,2003,9999,9999
6,50142,2009,9999,9999
6,79010,2008,9999,9999
6,79017,2005,9999,9999
6,79067,2007,9999,9999
6,78512,2003,9999,9999
6,50148,2006,9999,9999
6,78521,2002,9999,9999
6,50159,2003,9999,9999
6,81063,2001,9999,9999
6,50161,2008,9999,9999
6,50162,2005,9999,9999
6,78531,2009,9999,9999
6,50164,2005,9999,9999
6,78387,2005,9999,9999
6,50166,2001,9999,9999
6,50168,2003,9999,9999
6,50169,2005,9999,9999
6,50170,2001,9999,9999
6,50171,2009,9999,9999
6,50173,2006,9999,9999
6,50178,2006,9999,9999
6,50179,2007,9999,9999
6,50180,2004,9999,9999
6,50181,2002,9999,9999
6,50182,2006,9999,9999
6,50183,2004,9999,9999
6,50184,2002,9999,9999
6,50185,2002,9999,9999
6,80982,2001,9999,9999
6,50188,2009,9999,9999
6,78643,2003,9999,9999
6,50190,2007,9999,9999
6,78646,2005,9999,9999
6,80530,2009,9999,9999
6,50198,2008,9999,9999
6,80002,2001,9999,9999
6,50200,2007,9999,9999
6,50201,2003,9999,9999
6,50202,2001,9999,9999
6,80893,2004,9999,9999
6,80894,2005,9999,9999
6,50205,2006,9999,9999
6,80896,2002,9999,9999
6,80897,2001,9999,9999
6,80901,2001,9999,9999
6,80907,2007,9999,9999
6,50216,2008,9999,9999
6,50217,2009,9999,9999
6,80910,2001,9999,9999
6,50219,2009,9999,9999
6,80917,2004,9999,9999
6,50221,2002,9999,9999
6,50222,2008,9999,9999
6,80414,2009,9999,9999
6,80419,2006,9999,9999
6,80427,2004,9999,9999
6,50226,2007,9999,9999
6,50227,2006,9999,9999
6,50228,2002,9999,9999
6,50229,2003,9999,9999
6,50230,2001,9999,9999
6,50232,2003,9999,9999
6,50233,2004,9999,9999
6,80850,2002,9999,9999
6,80858,2005,9999,9999
6,80864,2001,9999,9999
6,50237,2003,9999,9999
6,79982,2001,9999,9999
6,80026,2008,9999,9999
6,50240,2006,9999,9999
6,80030,2005,9999,9999
6,50242,2006,9999,9999
6,50243,2004,9999,9999
6,50251,2005,9999,9999
6,50252,2003,9999,9999
6,50253,2004,9999,9999
6,50254,2001,9999,9999
6,50255,2009,9999,9999
6,50256,2007,9999,9999
6,50257,2005,9999,9999
6,50258,2003,9999,9999
6,50259,2007,9999,9999
6,50260,2005,9999,9999
6,50261,2003,9999,9999
6,50262,2001,9999,9999
6,50263,2001,9999,9999
6,50264,2007,9999,9999
6,50265,2005,9999,9999
6,50266,2002,9999,9999
6,50267,2009,9999,9999
6,50268,2003,9999,9999
6,50279,2001,9999,9999
6,50280,2009,9999,9999
6,79885,2008,9999,9999
6,50282,2006,9999,9999
6,80460,2004,9999,9999
6,50284,2002,9999,9999
6,81064,2007,9999,9999
6,80469,2003,9999,9999
6,80481,2001,9999,9999
6,50289,2005,9999,9999
6,50290,2006,9999,9999
6,50291,2004,9999,9999
6,80724,2001,9999,9999
6,50294,2009,9999,9999
6,80732,2002,9999,9999
6,80750,2009,9999,9999
6,50298,2007,9999,9999
6,50299,2001,9999,9999
6,50300,2009,9999,9999
6,50312,2004,9999,9999
6,50313,2008,9999,9999
6,78242,2006,9999,9999
6,50316,2004,9999,9999
6,50317,2007,9999,9999
6,78272,2005,9999,9999
6,50319,2008,9999,9999
6,50320,2009,9999,9999
6,78280,2007,9999,9999
6,50323,2006,9999,9999
6,78302,2004,9999,9999
6,50325,2005,9999,9999
6,50326,2009,9999,9999
6,78345,2002,9999,9999
6,50328,2003,9999,9999
6,50329,2001,9999,9999
6,50330,2003,9999,9999
6,50331,2004,9999,9999
6,50332,2002,9999,9999
6,50334,2001,9999,9999
6,50335,2007,9999,9999
6,50409,2003,9999,9999
6,78896,2001,9999,9999
6,50411,2003,9999,9999
6,50412,2009,9999,9999
6,50413,2008,9999,9999
6,50414,2009,9999,9999
6,50415,2003,9999,9999
6,78811,2007,9999,9999
6,78815,2006,9999,9999
6,50418,2007,9999,9999
6,50419,2003,9999,9999
6,50420,2008,9999,9999
6,81084,2002,9999,9999
6,68304,2003,9999,9999
6,50423,2002,9999,9999
6,68309,2008,9999,9999
6,50425,2009,9999,9999
6,78866,2005,9999,9999
6,78877,2006,9999,9999
6,50428,2007,9999,9999
6,78879,2007,9999,9999
6,68316,2008,9999,9999
6,50431,2006,9999,9999
6,50432,2002,9999,9999
6,50433,2008,9999,9999
6,50434,2006,9999,9999
6,50435,2004,9999,9999
6,50437,2007,9999,9999
6,50522,2007,9999,9999
6,78557,2003,9999,9999
6,78573,2001,9999,9999
6,50525,2004,9999,9999
6,50526,2005,9999,9999
6,50527,2006,9999,9999
6,50528,2004,9999,9999
6,50530,2001,9999,9999
6,50531,2005,9999,9999
6,50532,2004,9999,9999
6,50534,2001,9999,9999
6,50585,2007,9999,9999
6,50587,2004,9999,9999
6,50589,2002,9999,9999
6,50590,2008,9999,9999
6,50591,2001,9999,9999
6,50592,2007,9999,9999
6,50593,2008,9999,9999
6,50594,2009,9999,9999
6,50613,2008,9999,9999
6,50614,2002,9999,9999
6,50616,2006,9999,9999
6,50617,2009,9999,9999
6,78430,2005,9999,9999
6,50619,2003,9999,9999
6,78435,2001,9999,9999
6,50621,2004,9999,9999
6,78750,2007,9999,9999
6,78755,2008,9999,9999
6,50625,2005,9999,9999
6,50626,2001,9999,9999
6,78762,2007,9999,9999
6,50642,2002,9999,9999
6,50643,2005,9999,9999
6,50644,2006,9999,9999
6,50645,2004,9999,9999
6,80944,2001,9999,9999
6,80947,2009,9999,9999
6,50649,2008,9999,9999
6,50650,2002,9999,9999
6,80990,2005,9999,9999
6,50652,2004,9999,9999
6,50653,2005,9999,9999
6,50654,2004,9999,9999
6,50655,2007,9999,9999
6,50656,2003,9999,9999
6,80996,2009,9999,9999
6,50658,2002,9999,9999
6,68340,2004,9999,9999
6,68370,2001,9999,9999
6,50662,2007,9999,9999
6,68373,2006,9999,9999
6,68392,2007,9999,9999
6,50689,2007,9999,9999
6,50691,2004,9999,9999
6,50692,2002,9999,9999
6,79579,2009,9999,9999
6,50695,2001,9999,9999
6,50696,2007,9999,9999
6,80212,2002,9999,9999
6,50698,2007,9999,9999
6,80218,2003,9999,9999
6,50700,2003,9999,9999
6,50701,2008,9999,9999
6,50702,2008,9999,9999
6,68329,2003,9999,9999
6,50787,2008,9999,9999
6,50788,2006,9999,9999
6,50789,2003,9999,9999
6,50790,2005,9999,9999
6,50791,2009,9999,9999
6,80249,2002,9999,9999
6,80258,2003,9999,9999
6,80084,2006,9999,9999
6,50796,2004,9999,9999
6,50797,2003,9999,9999
6,50798,2009,9999,9999
6,50799,2004,9999,9999
6,80122,2008,9999,9999
6,50801,2007,9999,9999
6,50802,2002,9999,9999
6,80139,2005,9999,9999
6,50804,2001,9999,9999
6,80963,2009,9999,9999
6,50806,2003,9999,9999
6,80162,2006,9999,9999
6,50809,2001,9999,9999
6,50810,2007,9999,9999
6,50812,2006,9999,9999
6,50813,2005,9999,9999
6,50814,2001,9999,9999
6,50881,2003,9999,9999
6,79502,2009,9999,9999
6,50884,2002,9999,9999
6,50885,2004,9999,9999
6,50886,2002,9999,9999
6,50887,2005,9999,9999
6,79977,2004,9999,9999
6,50889,2005,9999,9999
6,50890,2001,9999,9999
6,50891,2004,9999,9999
6,50892,2009,9999,9999
6,80265,2003,9999,9999
6,79592,2002,9999,9999
6,79593,2006,9999,9999
6,50924,2009,9999,9999
6,50926,2008,9999,9999
6,79631,2007,9999,9999
6,50928,2003,9999,9999
6,79632,2008,9999,9999
6,79640,2005,9999,9999
6,50931,2006,9999,9999
6,50932,2001,9999,9999
6,78444,2008,9999,9999
6,50935,2006,9999,9999
6,50936,2007,9999,9999
6,78453,2003,9999,9999
6,78459,2001,9999,9999
6,50939,2004,9999,9999
6,78466,2005,9999,9999
6,50941,2005,9999,9999
6,50942,2006,9999,9999
6,50943,2004,9999,9999
6,50944,2002,9999,9999
6,78467,2008,9999,9999
6,80965,2002,9999,9999
6,50963,2001,9999,9999
6,50964,2006,9999,9999
6,50966,2001,9999,9999
6,78477,2001,9999,9999
6,78481,2009,9999,9999
6,50969,2007,9999,9999
6,50971,2006,9999,9999
6,50972,2003,9999,9999
6,79401,2004,9999,9999
6,50974,2001,9999,9999
6,50975,2007,9999,9999
6,51011,2006,9999,9999
6,79415,2001,9999,9999
6,78211,2007,9999,9999
6,51015,2005,9999,9999
6,51016,2005,9999,9999
6,51017,2003,9999,9999
6,51018,2004,9999,9999
6,78216,2008,9999,9999
6,78231,2001,9999,9999
6,51022,2002,9999,9999
6,51024,2007,9999,9999
6,51025,2006,9999,9999
6,51026,2009,9999,9999
6,51027,2005,9999,9999
6,51028,2006,9999,9999
6,51029,2007,9999,9999
6,51030,2008,9999,9999
6,51031,2006,9999,9999
6,51032,2002,9999,9999
6,51033,2003,9999,9999
6,78427,2001,9999,9999
6,51035,2005,9999,9999
6,51036,2003,9999,9999
6,51037,2004,9999,9999
6,51039,2002,9999,9999
6,51040,2009,9999,9999
6,78938,2005,9999,9999
6,51042,2002,9999,9999
6,51043,2008,9999,9999
6,51044,2003,9999,9999
6,51045,2006,9999,9999
6,51046,2007,9999,9999
6,51047,2004,9999,9999
6,78953,2008,9999,9999
6,78954,2007,9999,9999
6,80971,2008,9999,9999
6,51051,2001,9999,9999
6,78958,2002,9999,9999
6,80537,2003,9999,9999
6,51055,2007,9999,9999
6,80542,2005,9999,9999
6,80595,2006,9999,9999
6,80605,2007,9999,9999
6,80620,2004,9999,9999
6,51061,2004,9999,9999
6,51063,2008,9999,9999
6,79987,2007,9999,9999
6,51065,2006,9999,9999
6,51066,2005,9999,9999
6,51067,2007,9999,9999
6,51068,2006,9999,9999
6,81037,2002,9999,9999
6,51070,2001,9999,9999
6,51071,2009,9999,9999
6,51072,2005,9999,9999
6,51073,2004,9999,9999
6,80377,2008,9999,9999
6,51075,2009,9999,9999
6,79693,2005,9999,9999
6,79695,2004,9999,9999
6,79696,2005,9999,9999
6,51080,2007,9999,9999
6,51081,2006,9999,9999
6,51082,2002,9999,9999
6,51083,2001,9999,9999
6,79699,2005,9999,9999
6,51085,2004,9999,9999
6,51087,2003,9999,9999
6,51088,2001,9999,9999
6,51089,2007,9999,9999
6,51090,2008,9999,9999
6,51096,2009,9999,9999
6,79703,2004,9999,9999
6,79726,2006,9999,9999
6,79729,2009,9999,9999
6,51100,2002,9999,9999
6,79767,2006,9999,9999
6,80977,2001,9999,9999
6,51103,2002,9999,9999
6,51104,2006,9999,9999
6,79768,2004,9999,9999
6,79778,2007,9999,9999
6,79793,2003,9999,9999
6,79798,2002,9999,9999
6,51109,2003,9999,9999
6,51110,2009,9999,9999
6,51112,2001,9999,9999
41,98814,2001,328.0426678,288.6077442
41,82722,2003,293.610705,286.0292472
41,78179,2005,340.4495772,366.9112388
41,51354,2009,256.8931646,353.6309543
41,68521,2001,388.5395347,332.4941245
41,57771,2005,299.220657,338.5845043
41,78232,2005,304.0859342,340.227212
41,79542,2008,251.6881384,328.9860146
41,83372,2008,288.4922114,358.3834739
41,65766,2001,899.8992043,756.4581077
41,90981,2009,715.7675581,771.2757147
41,72474,2002,263.6350106,268.6531774
41,61874,2001,465.9048917,396.7250072
41,78986,2001,633.0228449,534.7683816
41,57524,2008,564.9764565,620.5608931
41,68932,2006,394.1348649,442.1629395
41,84309,2008,205.6463559,279.6875777
41,57087,2003,560.5350858,540.8763356
41,57865,2004,376.097694,450.7123102
41,65092,2009,461.6423179,521.1469405
41,71592,2001,466.4208784,389.5959362
41,87143,2002,1930.474494,2376.531601
41,65025,2001,589.6382624,506.918224
41,61190,2003,347.0040544,388.2598028
41,99281,2006,194.2803016,236.4125946
41,82702,2002,481.7883018,520.5355724
41,84457,2003,1154.450124,1276.438844
41,57091,2009,384.0035212,471.5163419
41,56604,2004,183.6919538,212.2052063
41,53549,2007,280.9083266,370.9526037
41,95512,2008,278.5597046,337.423923
41,86556,2009,223.2647572,283.5294361
41,95747,2003,855.7434028,914.3210495
41,57319,2002,250.1654643,264.2955003
41,90882,2006,1766.410899,1913.258263
41,89809,2008,1776.528254,1869.683283
41,52022,2003,216.1687023,204.3940956
41,92343,2004,194.6977334,208.8039759
41,88393,2007,239.6807159,304.1100766
41,53974,2006,247.094453,267.4644687
41,57328,2008,208.2856476,255.3735551
41,65793,2007,233.502463,270.3900846
41,95389,2003,195.4733731,172.0608046
41,67508,2009,576.5247015,604.7364508
41,96617,2002,201.7626265,207.2995389
41,51961,2002,979.5328324,1285.124487
41,90203,2007,398.9450595,464.6287553
41,55621,2004,192.3838837,214.3080422
41,61745,2006,1284.687455,1382.53851
41,95374,2003,212.9173515,165.6902638
41,77972,2007,1402.773371,1570.407232
41,92599,2004,1329.728531,1473.693739
41,68217,2001,302.3966059,326.7400338
41,59515,2003,259.8150951,276.8962133
41,94366,2005,333.1972476,354.3430328
41,82657,2005,849.7983388,1061.058972
41,59785,2002,246.196162,319.678967
41,51877,2004,261.0940638,311.9746238
41,72385,2009,220.3604126,242.0675731
41,65415,2006,339.0711293,359.3891252
41,82279,2008,312.8134946,345.8453769
41,84579,2009,222.2544472,249.4540608
41,91205,2001,1244.182841,1290.611304
41,51164,2003,1088.521218,1204.763501
