State_Plot,LAT,LON
7900841,43.563295,-119.222645
6947341,43.561753,-119.155414
8429941,43.509914,-118.493692
7687441,43.512112,-118.366724
6573241,43.643502,-121.462721
6969641,43.634228,-120.613486
6470341,43.608772,-120.344797
9436541,43.610777,-119.83992
5763341,43.615326,-119.763136
8827841,43.607016,-119.30494
8703641,43.566019,-118.486828
8127241,43.678864,-120.537381
9985841,43.632593,-120.472556
5274841,43.632506,-120.403216
9272441,43.653427,-119.688374
9226541,43.634552,-119.457283
5995741,43.610845,-118.347673
5121941,43.680118,-120.472732
8530041,43.67739,-120.406031
9745841,43.703803,-120.173258
5191241,43.689956,-119.86389
6284141,43.663027,-119.646498
6829941,43.730691,-121.48268
6207941,43.673771,-119.234875
5344041,43.659578,-118.183342
8856141,43.777792,-121.487653
8791441,43.782485,-120.405925
5698041,43.730388,-120.172069
9103141,43.756241,-119.504085
5031641,43.708536,-119.155314
7621241,43.71243,-118.554384
7571341,43.712901,-118.489114
7526141,43.77838,-120.187563
6918241,43.756921,-118.617882
5812341,43.737372,-118.254897
7932641,43.809278,-118.618736
8540141,43.810459,-118.550175
6722841,43.808252,-118.479419
6131141,43.782009,-118.157332
9371241,43.927006,-121.021958
7370541,43.928309,-120.939307
8965341,43.930558,-120.721511
6684041,43.925838,-120.666494
8066441,43.932096,-120.52324
5355141,43.910241,-120.165653
7023041,43.879114,-119.973952
6705641,43.805972,-118.046657
5379441,43.97422,-121.082167
6179941,43.940874,-120.768865
8150941,43.95839,-120.695121
7343841,43.955694,-120.632846
9388841,43.967145,-120.557522
6761341,43.938643,-120.246088
7809841,43.926956,-120.18697
7982441,43.859112,-118.680203
6078141,43.853844,-118.196771
8886441,43.854748,-118.128134
5298141,44.000413,-121.177439
6019141,44.007834,-121.111609
5849341,43.980335,-120.933556
8916241,43.979893,-120.864471
8462841,43.978981,-120.723463
7373541,43.978184,-120.25164
9091841,43.950817,-120.051105
5111241,43.950894,-118.904742
7708141,44.047985,-123.882228
8504741,44.038532,-120.930985
6709441,43.983007,-120.044623
9576341,44.031865,-119.914883
7525041,43.928668,-118.298342
6952741,44.080983,-120.930518
9127341,44.071154,-120.867973
6444141,44.02434,-120.057167
9423141,44.074642,-121.149211
7929541,44.097687,-120.973374
8762841,44.098718,-120.925489
7964741,44.125451,-120.858708
6712741,44.074146,-120.116839
9741441,44.077266,-119.969971
9715541,44.019398,-118.178159
6684941,44.150177,-124.118608
7344241,44.121924,-121.216877
9515141,44.11723,-121.147657
9256741,44.124652,-120.935155
7416741,44.137552,-120.891225
5066941,44.128598,-120.802546
9526641,44.128531,-120.66264
9175641,44.127126,-120.52374
6338341,44.05542,-118.347848
8864741,44.170472,-121.219367
6691041,44.173815,-121.141521
6217541,44.157211,-120.776085
9446441,44.150967,-120.690977
8578741,44.176359,-120.529774
5704241,44.05111,-118.058296
7209941,44.223529,-121.084181
5376041,44.173754,-120.868382
5187441,44.178839,-120.73858
8244041,44.172226,-120.317045
7219541,44.182812,-120.191191
7765041,44.202165,-120.113128
6606541,44.105154,-118.136157
9742441,44.222399,-121.354192
6038841,44.221478,-121.280065
9327141,44.274417,-121.067228
9300941,44.22477,-120.802101
9078641,44.20905,-119.976048
6445341,44.152737,-118.02761
7590141,44.269962,-121.421779
5392541,44.272264,-121.353289
5686141,44.26538,-121.288019
6871341,44.287589,-121.122909
5257241,44.227222,-120.058891
7851141,44.31454,-121.425312
7308041,44.325025,-121.22201
9810541,44.268501,-119.530297
6526041,44.281092,-119.471158
5523741,44.353538,-121.388307
9742141,44.245837,-118.199207
5224441,44.415166,-123.372937
9125941,44.426684,-120.806572
8739841,44.58939,-123.327598
7386341,44.617378,-122.549482
9136341,44.455779,-117.429411
7540041,44.56793,-119.768048
9761641,44.666371,-120.541117
5551241,44.613738,-120.253866
5299141,44.621224,-120.192642
7916641,44.547685,-117.98984
6874541,44.664184,-120.372682
9315541,44.665402,-120.328956
8603241,44.667063,-120.191893
7835741,44.578172,-117.66651
9400741,44.583336,-117.599603
6684541,44.716359,-120.258901
5910041,44.714544,-120.119034
5363441,44.603341,-117.568788
8627941,44.809773,-120.799422
7615841,44.807465,-120.447317
5117941,44.918888,-120.852897
9516941,44.958354,-120.600246
9532941,45.008094,-119.022479
6368341,45.283361,-123.436078
7493841,45.546084,-123.311234
7143441,45.899633,-117.379366
7706041,46.040185,-123.378226
8765441,42.024415,-124.219566
8084341,42.018026,-123.726646
5863641,42.007414,-120.685374
7166041,42.066596,-124.257651
7688241,42.069899,-124.198835
7180741,42.058398,-122.58008
8661741,42.051172,-122.309183
9783941,42.054945,-122.221827
6335941,42.058386,-122.165478
8982641,42.046028,-122.015323
7783141,42.010866,-120.953228
9453641,42.011853,-120.809609
8372341,42.08773,-123.511185
6433741,42.104182,-122.588643
8395741,42.104597,-122.162901
7564241,43.138248,-121.821305
5554541,42.048294,-121.948827
9600341,42.063284,-121.881571
6695441,42.07392,-121.327341
9851641,42.057981,-120.965662
9507641,42.108735,-123.639952
7873841,42.121234,-122.620894
5572541,42.126998,-122.090933
7473941,42.105946,-121.411691
8251141,42.107851,-121.018409
5932641,42.10692,-120.957131
8193441,42.099124,-120.836899
8656741,42.12407,-124.254722
7512641,42.161584,-124.185723
5309741,42.159827,-123.323722
5444141,42.15551,-123.24921
7627041,42.151644,-122.305755
9382741,42.148734,-122.226683
5106541,42.142565,-121.951069
9049541,42.154506,-121.884058
8782641,42.194269,-124.367371
7701441,42.169193,-124.304781
5919941,42.178626,-124.176754
7031141,42.196904,-124.126973
5083941,42.193626,-123.678171
5147141,42.205137,-123.576066
7489841,42.185305,-122.868802
8706641,42.198351,-122.83784
5869041,42.171282,-122.546184
6149541,42.179728,-122.34123
9504841,42.19396,-122.218186
8983041,42.158615,-122.099559
6325341,42.181198,-121.981563
6174741,42.183887,-121.934559
7728941,42.157721,-121.221998
7981341,42.207458,-124.333965
6263941,42.214251,-124.242851
7971441,42.203942,-124.188187
5169241,42.207517,-123.381581
8680841,42.223262,-123.306172
9545341,42.227427,-123.235859
5769041,42.115568,-122.860866
6011941,42.254687,-122.338134
5227141,42.198333,-122.097288
7693441,43.536045,-121.699494
9003041,42.201747,-121.960193
5963341,42.006955,-120.561079
8326741,42.19168,-120.330764
8375541,42.206205,-120.151844
6308341,42.259022,-124.385466
5059841,42.262347,-123.251702
8168341,42.263075,-122.986021
6926041,42.258294,-122.920625
5959841,42.25512,-122.545679
7656541,42.259223,-122.459581
5007741,42.255047,-122.223227
9085541,42.247922,-122.093987
8559541,42.351416,-121.161376
5167141,42.24724,-120.954705
9328341,42.218234,-120.297965
9015541,42.22562,-120.250336
6560341,42.277812,-124.405281
6198841,42.291168,-124.356497
7800941,42.308111,-123.583967
7732841,42.303479,-123.517001
8119641,42.280508,-123.146318
7891141,42.295488,-122.980349
6399341,42.306066,-122.653868
6555241,42.300849,-121.966025
8709541,42.547259,-121.884652
6957241,42.312323,-121.549545
6564641,42.277821,-120.70796
9737641,42.247201,-120.298607
6544741,42.293917,-120.159196
8568441,42.312401,-124.37945
7169741,42.310544,-124.329101
8507641,42.325506,-123.537097
9629941,42.332756,-123.473797
9664941,42.350797,-123.379191
6129441,42.306048,-123.116505
7692741,42.332165,-123.059685
7790141,42.315614,-122.765226
9036341,42.352715,-122.020494
8312341,42.301978,-121.80511
9400841,42.356434,-121.547486
7727741,42.301227,-121.410844
9441641,42.304864,-121.345154
6260541,42.294578,-121.288606
6173341,42.254097,-121.958885
9024041,42.353812,-121.090361
5437041,42.316029,-120.687718
7587041,42.364631,-124.388072
5055241,42.362358,-124.336616
8315241,42.358516,-123.588015
7517841,42.346727,-123.459952
6356541,42.372676,-123.233631
7403041,42.356779,-123.117436
7238141,42.395304,-122.9844
8223641,42.395157,-122.528231
9906341,42.351241,-121.964471
5328741,42.397663,-121.621977
8903241,42.342941,-121.212586
7031341,42.365953,-121.130895
9674841,42.347713,-120.490872
7734941,42.306946,-120.096956
7673441,42.400086,-122.664895
9051341,42.414585,-122.579934
7664841,42.385723,-120.522301
5357541,42.406573,-120.353319
6178541,42.745121,-122.72471
8555141,42.417707,-122.515141
5818541,42.426229,-122.442333
7333841,42.593971,-121.009424
5849741,42.406235,-121.087228
9491341,42.425478,-120.855685
5261741,42.401108,-120.477906
8404941,42.393683,-120.130254
8001041,42.450761,-124.26160900000001
9013441,42.464835,-123.254785
7577441,42.490517,-123.186477
6367241,42.492422,-122.721816
5776741,42.100079,-122.308156
9479741,42.452673,-120.944529
7915641,42.443154,-120.47628
5553041,42.497687,-124.332152
9090141,42.500086,-123.254003
5235241,42.54169,-122.720319
8882241,42.488669,-122.595403
6542741,42.489067,-121.179433
6881741,42.496838,-121.043408
7829441,42.495247,-120.957908
7776341,42.553734,-124.262438
9481641,42.558126,-124.204943
9063041,42.539103,-123.64363
5985441,42.552673,-123.452129
5956841,42.551937,-123.256637
5105341,42.540417,-122.98076
9593641,42.538674,-122.591574
8197441,42.55227,-122.452589
