SppNames,spp.codes,Spp.symbol,SciName,n.lt,n.gt,temactmean,temSE,LCI,UCI
Pacific silver fir,11,ABAM,Abies amabilis,334,475,0.13310760374531405,0.18056204098076167,-0.22079399657697885,0.48700920406760695
white fir,15,ABCO,Abies concolor,738,700,-0.5458821164665224,0.1393541892010086,-0.8190163273004992,-0.2727479056325456
grand fir,17,ABGR,Abies grandis,512,668,0.11670566729189424,0.14357971315339474,-0.16471057048875942,0.3981219050725479
subalpine fir,19,ABLA,Abies lasiocarpa,307,250,-0.35865788504936447,0.2082572711412185,-0.7668421364861527,0.049526366387423804
California red fir,20,ABMA,Abies magnifica,197,161,-0.37849817953801157,0.20253191571166637,-0.7754607343328777,0.018464375256854515
noble fir,22,ABPR,Abies procera,72,134,-0.1340233582235335,0.3047771700083849,-0.7313866114399679,0.46333989499290085
western juniper,64,JUOC,Juniperus occidentalis,129,293,0.21920655693880597,0.2128371244267308,-0.19795420693758642,0.6363673208151983
western larch,73,LAOC,Larix occidentalis,272,207,0.3615641746115408,0.221716123156448,-0.0729994267750973,0.7961277759981789
incense cedar,81,CADE27,Calocedrus decurrens,302,358,-0.48945103047469907,0.22625869286802502,-0.9329180684960281,-0.04598399245337004
Engelmann spruce,93,PIEN,Picea engelmannii,213,210,0.4351360212965609,0.24633973976206303,-0.04768986863708258,0.9179619112302044
Sitka spruce,98,PISI,Picea sitchensis,89,60,-0.40380708050261305,0.21067063305497297,-0.81672152129036,0.00910736028513398
lodgepole pine,108,PICO,Pinus contorta,882,864,0.6488569111719062,0.1511325266016328,0.352637159032706,0.9450766633111065
Jeffrey pine,116,PIJE,Pinus jeffreyi,138,148,-0.41811772747341536,0.21851487418760035,-0.846406880881112,0.01017142593428133
sugar pine,117,PILA,Pinus lambertiana,223,117,0.6275541561538294,0.33921704735587876,-0.03731125666369295,1.2924195689713516
western white pine,119,PIMO3,Pinus monticola,155,137,-0.024886450271289107,0.43240572798276483,-0.8724016771175082,0.8226287765749299
ponderosa pine,122,PIPO,Pinus ponderosa,1224,1410,-0.3582795341173348,0.12616301025433144,-0.6055590342158245,-0.1110000340188452
Douglas fir,202,PSME,Pseudotsuga menziesii,2651,2726,0.6665423544381763,0.10965420222104717,0.45162011808492386,0.8814645907914288
western redcedar,242,THPL,Thuja plicata,211,464,-0.09639298874230207,0.23009676459550704,-0.5473826473494958,0.35459666986489174
western hemlock,263,TSHE,Tsuga heterophylla,809,1107,-0.01126681836818122,0.136611264336731,-0.27902489646817397,0.2564912597318115
mountain hemlock,264,TSME,Tsuga mertensiana,170,239,-0.005183706722050374,0.2679728155485623,-0.5304104251972325,0.5200430117531317
bigleaf maple,312,ACMA3,Acer macrophyllum,233,294,-0.9355280006556388,0.3421537404300383,-1.6061493318985138,-0.26490666941276364
red alder,351,ALRU2,Alnus rubra,655,455,-0.10068645031640422,0.14648611617202548,-0.38779923801357413,0.1864263373807657
Pacific madrone,361,ARME,Arbutus menziesii,312,155,0.1575054522088042,0.3418925278958032,-0.5126039024669701,0.8276148068845784
golden chinkapin,431,CHCHC4,Chrysolepis chrysophylla,119,106,-0.5272974755111388,0.41838141931895007,-1.347325057376281,0.2927301063540033
tanoak,631,NODE3,Notholithocarpus densiflorus,276,256,0.05617431955493224,0.28993556490543054,-0.5120993876597116,0.6244480267695761
bitter cherry,768,PREM,Prunus emarginata,59,96,0.029350787118083588,0.27027224114094855,-0.5003828055181756,0.5590843797543428
canyon live oak,805,QUCH2,Quercus chrysolepis,222,282,-0.06935664401635577,0.32637091191071366,-0.7090436313613545,0.570330343328643
blue oak,807,QUDO,Quercus douglasii,67,60,0.5621375678686285,0.4117529822462602,-0.24489827733404157,1.3691734130712985
Oregon white oak,815,QUGA4,Quercus garryana,89,103,0.61048706538182,0.4863809299890165,-0.3428195573966524,1.5637936881602923
California black oak,818,QUKE,Quercus kelloggii,325,165,0.05233270368016818,0.23010344037935399,-0.3986700394633656,0.5033354468237019
interior live oak,839,QUWI2,Quercus wislizeni,86,62,0.20324498248321987,0.4080707827616449,-0.596573751729604,1.0030637166960439
